CustomerId,CustomerNumber,CustomerName,CustomerType,Industry,Region,CountryCode,Status,CreatedDate,GoLiveDate,BillingCurrency,DefaultTaxRate,CreditRating,IsAutoPay
219,CUST-000219,Customer 00219,Enterprise,Logistics,East US,US,Active,2023-02-21,2023-03-12,USD,0.0500,747,0
220,CUST-000220,Customer 00220,SmallBusiness,Media,Central US,US,Active,2023-07-14,2023-09-01,USD,0.0650,834,1
221,CUST-000221,Customer 00221,Enterprise,Technology,Canada Central,CA,Active,2024-06-01,2024-07-01,USD,0.0000,605,1
222,CUST-000222,Customer 00222,MidMarket,Energy,UK South,GB,Active,2025-06-22,2025-08-15,USD,0.0000,635,1
223,CUST-000223,Customer 00223,MidMarket,Manufacturing,Central US,US,Active,2025-01-14,2025-02-07,USD,0.0000,679,1
224,CUST-000224,Customer 00224,SmallBusiness,Media,Central US,US,Active,2023-03-17,2023-04-11,USD,0.0825,640,1
225,CUST-000225,Customer 00225,MidMarket,Manufacturing,East US,US,Active,2024-02-08,2024-03-03,USD,0.0650,653,1
226,CUST-000226,Customer 00226,SmallBusiness,Healthcare,UK South,GB,Active,2024-02-16,2024-03-20,USD,0.0650,822,1
227,CUST-000227,Customer 00227,SmallBusiness,Manufacturing,West US,US,Churned,2024-09-12,2024-11-09,USD,0.0650,663,1
228,CUST-000228,Customer 00228,SmallBusiness,Manufacturing,UK South,GB,Active,2025-01-27,2025-03-22,USD,0.0825,830,0
229,CUST-000229,Customer 00229,SmallBusiness,Manufacturing,Central US,US,Active,2024-05-01,2024-06-23,USD,0.0725,737,0
230,CUST-000230,Customer 00230,SmallBusiness,Technology,East US,US,Active,2024-09-03,2024-10-04,USD,0.0825,825,1
231,CUST-000231,Customer 00231,SmallBusiness,Technology,UK South,GB,Active,2025-03-04,2025-04-27,USD,0.0000,677,1
232,CUST-000232,Customer 00232,SmallBusiness,Technology,Central US,US,Active,2024-03-04,2024-03-14,USD,0.0825,821,0
233,CUST-000233,Customer 00233,SmallBusiness,Media,East US,US,Active,2024-12-23,2025-01-01,USD,0.0725,772,1
234,CUST-000234,Customer 00234,SmallBusiness,Media,West US,US,Active,2024-04-15,2024-06-13,USD,0.0650,827,1
235,CUST-000235,Customer 00235,SmallBusiness,Education,West US,US,Active,2023-10-13,2023-11-18,USD,0.0500,830,1
236,CUST-000236,Customer 00236,Enterprise,Education,Central US,US,Active,2024-07-27,2024-09-25,USD,0.0825,774,0
237,CUST-000237,Customer 00237,Enterprise,Retail,Canada Central,CA,Active,2025-04-18,2025-05-11,USD,0.0650,620,1
238,CUST-000238,Customer 00238,MidMarket,Technology,Canada Central,CA,Active,2024-11-02,2024-11-19,USD,0.0825,718,0
239,CUST-000239,Customer 00239,MidMarket,Technology,Central US,US,Active,2023-05-21,2023-05-28,USD,0.0825,695,1
240,CUST-000240,Customer 00240,SmallBusiness,Energy,East US,US,Active,2023-04-13,2023-05-10,USD,0.0500,582,0
241,CUST-000241,Customer 00241,Enterprise,Energy,West US,US,Active,2024-02-21,2024-04-03,USD,0.0500,727,1
242,CUST-000242,Customer 00242,MidMarket,Technology,East US,US,Active,2025-02-26,2025-03-04,USD,0.0000,669,1
243,CUST-000243,Customer 00243,SmallBusiness,Energy,West US,US,Active,2023-02-07,2023-04-02,USD,0.0650,599,1
244,CUST-000244,Customer 00244,Enterprise,Manufacturing,UK South,GB,Active,2024-09-09,2024-09-16,USD,0.0825,832,0
245,CUST-000245,Customer 00245,SmallBusiness,Technology,West US,US,Suspended,2025-05-21,2025-06-23,USD,0.0650,663,0
246,CUST-000246,Customer 00246,SmallBusiness,Manufacturing,Central US,US,Active,2025-01-05,2025-01-17,USD,0.0825,678,1
247,CUST-000247,Customer 00247,SmallBusiness,Finance,Canada Central,CA,Active,2025-04-26,2025-05-24,USD,0.0000,674,0
248,CUST-000248,Customer 00248,SmallBusiness,Education,Canada Central,CA,Active,2023-11-28,2024-01-27,USD,0.0725,716,0
249,CUST-000249,Customer 00249,SmallBusiness,Education,Central US,US,Active,2024-08-19,2024-10-05,USD,0.0500,611,1
250,CUST-000250,Customer 00250,SmallBusiness,Media,Canada Central,CA,Churned,2023-11-11,2023-11-22,USD,0.0650,640,1
251,CUST-000251,Customer 00251,SmallBusiness,Retail,Central US,US,Active,2024-01-12,2024-02-21,USD,0.0725,771,1
252,CUST-000252,Customer 00252,SmallBusiness,Technology,UK South,GB,Active,2024-04-27,2024-06-15,USD,0.0825,621,1
253,CUST-000253,Customer 00253,SmallBusiness,Finance,UK South,GB,Active,2024-12-21,2025-01-14,USD,0.0825,838,1
254,CUST-000254,Customer 00254,SmallBusiness,Media,UK South,GB,Active,2023-06-03,2023-06-14,USD,0.0500,830,1
255,CUST-000255,Customer 00255,SmallBusiness,Retail,UK South,GB,Active,2024-04-01,2024-05-23,USD,0.0725,609,1
256,CUST-000256,Customer 00256,SmallBusiness,Healthcare,Central US,US,Active,2025-01-10,2025-01-12,USD,0.0825,617,1
257,CUST-000257,Customer 00257,SmallBusiness,Healthcare,Central US,US,Churned,2024-12-18,2024-12-23,USD,0.0000,821,1
258,CUST-000258,Customer 00258,SmallBusiness,Logistics,Canada Central,CA,Active,2023-07-04,2023-08-23,USD,0.0725,809,0
259,CUST-000259,Customer 00259,MidMarket,Media,Canada Central,CA,Active,2024-01-20,2024-01-26,USD,0.0650,640,1
260,CUST-000260,Customer 00260,SmallBusiness,Technology,UK South,GB,Suspended,2024-02-07,2024-03-12,USD,0.0000,732,1
261,CUST-000261,Customer 00261,SmallBusiness,Technology,UK South,GB,Active,2024-03-10,2024-04-14,USD,0.0650,659,1
262,CUST-000262,Customer 00262,MidMarket,Healthcare,East US,US,Active,2023-02-02,2023-03-26,USD,0.0000,631,1
263,CUST-000263,Customer 00263,MidMarket,Healthcare,Canada Central,CA,Active,2024-09-04,2024-10-18,USD,0.0000,785,1
264,CUST-000264,Customer 00264,MidMarket,Healthcare,UK South,GB,Active,2023-08-11,2023-09-29,USD,0.0650,699,0
265,CUST-000265,Customer 00265,SmallBusiness,Manufacturing,UK South,GB,Active,2023-11-23,2023-12-30,USD,0.0500,693,1
266,CUST-000266,Customer 00266,Enterprise,Retail,Central US,US,Active,2023-03-04,2023-04-09,USD,0.0725,833,1
267,CUST-000267,Customer 00267,SmallBusiness,Media,Central US,US,Active,2024-10-20,2024-12-02,USD,0.0725,789,1
268,CUST-000268,Customer 00268,SmallBusiness,Technology,Canada Central,CA,Suspended,2023-07-08,2023-08-26,USD,0.0650,653,0
269,CUST-000269,Customer 00269,Enterprise,Media,East US,US,Active,2024-07-29,2024-08-25,USD,0.0725,704,1
270,CUST-000270,Customer 00270,Enterprise,Manufacturing,Central US,US,Active,2024-10-24,2024-10-30,USD,0.0500,606,1
271,CUST-000271,Customer 00271,MidMarket,Technology,UK South,GB,Suspended,2024-09-09,2024-09-12,USD,0.0825,691,1
272,CUST-000272,Customer 00272,SmallBusiness,Technology,Central US,US,Churned,2023-11-07,2024-01-05,USD,0.0000,825,0
273,CUST-000273,Customer 00273,SmallBusiness,Technology,UK South,GB,Active,2024-12-21,2025-01-04,USD,0.0650,774,1
274,CUST-000274,Customer 00274,SmallBusiness,Energy,Central US,US,Active,2023-11-12,2023-11-29,USD,0.0725,743,0
275,CUST-000275,Customer 00275,SmallBusiness,Technology,Central US,US,Active,2023-11-17,2023-12-14,USD,0.0000,713,1
276,CUST-000276,Customer 00276,SmallBusiness,Retail,UK South,GB,Active,2024-08-16,2024-10-02,USD,0.0500,774,1
277,CUST-000277,Customer 00277,MidMarket,Manufacturing,West US,US,Active,2024-05-26,2024-07-01,USD,0.0725,831,1
278,CUST-000278,Customer 00278,MidMarket,Energy,Central US,US,Active,2023-06-23,2023-07-02,USD,0.0825,610,1
279,CUST-000279,Customer 00279,SmallBusiness,Healthcare,East US,US,Active,2025-04-17,2025-05-30,USD,0.0500,614,0
280,CUST-000280,Customer 00280,SmallBusiness,Healthcare,East US,US,Active,2023-08-12,2023-09-14,USD,0.0825,827,1
281,CUST-000281,Customer 00281,SmallBusiness,Healthcare,East US,US,Active,2023-01-07,2023-02-11,USD,0.0650,726,1
282,CUST-000282,Customer 00282,SmallBusiness,Finance,Canada Central,CA,Active,2025-04-05,2025-06-03,USD,0.0500,678,1
283,CUST-000283,Customer 00283,SmallBusiness,Logistics,Central US,US,Active,2025-04-14,2025-05-07,USD,0.0725,815,1
284,CUST-000284,Customer 00284,MidMarket,Finance,West US,US,Active,2023-11-04,2023-12-18,USD,0.0000,627,1
285,CUST-000285,Customer 00285,SmallBusiness,Healthcare,Canada Central,CA,Active,2024-07-19,2024-08-19,USD,0.0000,835,0
286,CUST-000286,Customer 00286,Enterprise,Media,Central US,US,Suspended,2024-08-02,2024-09-26,USD,0.0500,688,0
287,CUST-000287,Customer 00287,SmallBusiness,Finance,UK South,GB,Active,2024-05-01,2024-05-19,USD,0.0650,596,1
288,CUST-000288,Customer 00288,SmallBusiness,Logistics,Central US,US,Churned,2023-01-17,2023-01-31,USD,0.0650,663,1
289,CUST-000289,Customer 00289,SmallBusiness,Media,UK South,GB,Active,2025-05-04,2025-06-28,USD,0.0500,620,1
290,CUST-000290,Customer 00290,SmallBusiness,Finance,Central US,US,Active,2023-02-24,2023-03-03,USD,0.0825,783,0
291,CUST-000291,Customer 00291,SmallBusiness,Energy,Central US,US,Active,2023-01-31,2023-03-13,USD,0.0650,772,1
292,CUST-000292,Customer 00292,SmallBusiness,Education,UK South,GB,Active,2024-11-07,2024-12-02,USD,0.0000,622,1
293,CUST-000293,Customer 00293,MidMarket,Logistics,Canada Central,CA,Active,2024-12-29,2025-02-18,USD,0.0000,626,1
294,CUST-000294,Customer 00294,MidMarket,Finance,Central US,US,Active,2024-03-31,2024-04-24,USD,0.0500,800,1
295,CUST-000295,Customer 00295,SmallBusiness,Finance,UK South,GB,Active,2024-06-08,2024-07-05,USD,0.0000,746,0
296,CUST-000296,Customer 00296,SmallBusiness,Finance,East US,US,Active,2023-10-26,2023-11-22,USD,0.0825,704,1
297,CUST-000297,Customer 00297,SmallBusiness,Education,West US,US,Active,2024-12-02,2024-12-27,USD,0.0725,654,1
298,CUST-000298,Customer 00298,SmallBusiness,Finance,Canada Central,CA,Active,2023-10-10,2023-11-06,USD,0.0500,833,1
299,CUST-000299,Customer 00299,SmallBusiness,Healthcare,West US,US,Churned,2024-04-13,2024-04-20,USD,0.0650,774,0
300,CUST-000300,Customer 00300,SmallBusiness,Retail,Central US,US,Active,2024-03-26,2024-04-17,USD,0.0825,682,1
301,CUST-000301,Customer 00301,SmallBusiness,Energy,West US,US,Churned,2024-02-12,2024-03-04,USD,0.0500,746,1
302,CUST-000302,Customer 00302,Enterprise,Technology,Canada Central,CA,Active,2024-01-09,2024-01-17,USD,0.0825,672,0
303,CUST-000303,Customer 00303,SmallBusiness,Technology,UK South,GB,Active,2023-01-28,2023-03-16,USD,0.0650,615,0
304,CUST-000304,Customer 00304,SmallBusiness,Education,Canada Central,CA,Active,2024-11-20,2024-12-22,USD,0.0500,796,0
305,CUST-000305,Customer 00305,SmallBusiness,Logistics,East US,US,Active,2024-04-04,2024-05-13,USD,0.0725,598,0
306,CUST-000306,Customer 00306,MidMarket,Finance,Central US,US,Active,2024-12-19,2025-02-15,USD,0.0500,761,1
307,CUST-000307,Customer 00307,Enterprise,Logistics,UK South,GB,Churned,2023-02-15,2023-03-24,USD,0.0650,800,1
308,CUST-000308,Customer 00308,SmallBusiness,Media,East US,US,Active,2023-09-22,2023-10-07,USD,0.0825,693,1
309,CUST-000309,Customer 00309,MidMarket,Media,Canada Central,CA,Active,2024-04-19,2024-06-08,USD,0.0000,827,1
310,CUST-000310,Customer 00310,MidMarket,Retail,Canada Central,CA,Active,2023-03-29,2023-04-06,USD,0.0650,813,0
311,CUST-000311,Customer 00311,SmallBusiness,Energy,UK South,GB,Active,2024-05-09,2024-06-01,USD,0.0725,743,1
312,CUST-000312,Customer 00312,SmallBusiness,Manufacturing,East US,US,Active,2025-04-09,2025-05-25,USD,0.0500,704,1
313,CUST-000313,Customer 00313,SmallBusiness,Energy,UK South,GB,Active,2023-06-13,2023-07-05,USD,0.0725,674,1
314,CUST-000314,Customer 00314,MidMarket,Technology,Canada Central,CA,Active,2024-02-10,2024-02-12,USD,0.0725,779,1
315,CUST-000315,Customer 00315,MidMarket,Finance,West US,US,Active,2023-07-30,2023-08-17,USD,0.0825,675,1
316,CUST-000316,Customer 00316,SmallBusiness,Energy,West US,US,Active,2024-04-13,2024-04-21,USD,0.0650,778,1
317,CUST-000317,Customer 00317,SmallBusiness,Energy,UK South,GB,Active,2023-04-27,2023-05-20,USD,0.0650,623,1
318,CUST-000318,Customer 00318,SmallBusiness,Retail,Central US,US,Active,2023-05-01,2023-05-17,USD,0.0500,778,1
319,CUST-000319,Customer 00319,SmallBusiness,Energy,West US,US,Active,2024-08-11,2024-09-05,USD,0.0500,665,1
320,CUST-000320,Customer 00320,MidMarket,Healthcare,West US,US,Suspended,2023-07-11,2023-08-01,USD,0.0000,828,1
321,CUST-000321,Customer 00321,MidMarket,Logistics,Canada Central,CA,Active,2024-07-29,2024-08-31,USD,0.0725,807,1
322,CUST-000322,Customer 00322,MidMarket,Technology,East US,US,Active,2024-08-01,2024-08-03,USD,0.0650,695,1
323,CUST-000323,Customer 00323,SmallBusiness,Energy,West US,US,Active,2025-03-10,2025-04-09,USD,0.0000,638,1
324,CUST-000324,Customer 00324,SmallBusiness,Healthcare,UK South,GB,Active,2025-04-23,2025-05-17,USD,0.0725,691,0
325,CUST-000325,Customer 00325,MidMarket,Technology,East US,US,Active,2025-01-23,2025-03-18,USD,0.0000,810,1
326,CUST-000326,Customer 00326,Enterprise,Technology,East US,US,Active,2024-03-25,2024-05-20,USD,0.0825,759,0
327,CUST-000327,Customer 00327,SmallBusiness,Retail,UK South,GB,Active,2024-10-09,2024-11-06,USD,0.0500,610,1
328,CUST-000328,Customer 00328,SmallBusiness,Manufacturing,UK South,GB,Churned,2023-10-15,2023-11-23,USD,0.0650,728,1
329,CUST-000329,Customer 00329,SmallBusiness,Logistics,UK South,GB,Suspended,2024-11-26,2025-01-18,USD,0.0650,644,0
330,CUST-000330,Customer 00330,MidMarket,Technology,West US,US,Active,2023-09-13,2023-09-23,USD,0.0725,830,1
331,CUST-000331,Customer 00331,SmallBusiness,Finance,Central US,US,Active,2024-10-04,2024-10-31,USD,0.0000,786,1
332,CUST-000332,Customer 00332,MidMarket,Energy,Central US,US,Churned,2024-12-12,2025-02-10,USD,0.0650,581,0
333,CUST-000333,Customer 00333,MidMarket,Manufacturing,East US,US,Suspended,2025-01-18,2025-02-17,USD,0.0825,783,1
334,CUST-000334,Customer 00334,SmallBusiness,Manufacturing,Canada Central,CA,Suspended,2025-04-24,2025-05-08,USD,0.0650,646,1
335,CUST-000335,Customer 00335,Enterprise,Healthcare,Canada Central,CA,Active,2025-03-18,2025-04-09,USD,0.0725,588,1
336,CUST-000336,Customer 00336,SmallBusiness,Logistics,West US,US,Active,2024-03-27,2024-04-26,USD,0.0500,734,1
337,CUST-000337,Customer 00337,SmallBusiness,Finance,Central US,US,Active,2023-04-06,2023-05-18,USD,0.0500,606,1
338,CUST-000338,Customer 00338,MidMarket,Logistics,Central US,US,Active,2025-01-13,2025-02-27,USD,0.0000,580,1
339,CUST-000339,Customer 00339,SmallBusiness,Energy,East US,US,Active,2023-05-16,2023-06-23,USD,0.0650,641,0
340,CUST-000340,Customer 00340,SmallBusiness,Technology,Canada Central,CA,Active,2024-12-11,2024-12-20,USD,0.0000,632,1
341,CUST-000341,Customer 00341,MidMarket,Retail,Central US,US,Active,2023-05-21,2023-06-15,USD,0.0500,615,1
342,CUST-000342,Customer 00342,SmallBusiness,Manufacturing,East US,US,Active,2024-09-16,2024-10-28,USD,0.0500,790,1
343,CUST-000343,Customer 00343,SmallBusiness,Finance,Canada Central,CA,Active,2025-05-30,2025-06-13,USD,0.0000,776,1
344,CUST-000344,Customer 00344,SmallBusiness,Education,Canada Central,CA,Active,2023-11-19,2024-01-09,USD,0.0500,725,0
345,CUST-000345,Customer 00345,MidMarket,Education,East US,US,Active,2025-05-18,2025-07-12,USD,0.0825,840,1
346,CUST-000346,Customer 00346,SmallBusiness,Technology,Canada Central,CA,Active,2023-10-30,2023-12-11,USD,0.0000,703,1
347,CUST-000347,Customer 00347,Enterprise,Healthcare,UK South,GB,Churned,2023-03-14,2023-04-17,USD,0.0650,647,1
348,CUST-000348,Customer 00348,SmallBusiness,Retail,UK South,GB,Active,2024-03-06,2024-03-30,USD,0.0000,588,1
349,CUST-000349,Customer 00349,SmallBusiness,Healthcare,East US,US,Churned,2023-09-26,2023-10-10,USD,0.0725,839,1
350,CUST-000350,Customer 00350,SmallBusiness,Logistics,UK South,GB,Active,2025-02-24,2025-03-23,USD,0.0825,658,1
351,CUST-000351,Customer 00351,Enterprise,Retail,Central US,US,Active,2023-03-22,2023-04-24,USD,0.0725,613,1
352,CUST-000352,Customer 00352,SmallBusiness,Technology,Canada Central,CA,Active,2025-01-17,2025-03-13,USD,0.0725,639,1
353,CUST-000353,Customer 00353,MidMarket,Retail,UK South,GB,Active,2023-02-26,2023-03-18,USD,0.0500,585,1
354,CUST-000354,Customer 00354,MidMarket,Education,Central US,US,Active,2024-06-19,2024-07-23,USD,0.0500,717,0
355,CUST-000355,Customer 00355,SmallBusiness,Logistics,East US,US,Active,2025-02-28,2025-04-27,USD,0.0000,714,0
356,CUST-000356,Customer 00356,SmallBusiness,Media,UK South,GB,Active,2024-10-04,2024-10-09,USD,0.0725,665,1
357,CUST-000357,Customer 00357,Enterprise,Finance,Central US,US,Active,2025-03-02,2025-03-09,USD,0.0825,581,1
358,CUST-000358,Customer 00358,SmallBusiness,Logistics,East US,US,Churned,2023-09-08,2023-09-11,USD,0.0500,598,1
359,CUST-000359,Customer 00359,SmallBusiness,Manufacturing,Canada Central,CA,Active,2023-08-18,2023-09-08,USD,0.0000,770,1
360,CUST-000360,Customer 00360,MidMarket,Healthcare,East US,US,Churned,2023-07-03,2023-07-18,USD,0.0000,818,0
361,CUST-000361,Customer 00361,SmallBusiness,Healthcare,Central US,US,Active,2023-12-02,2023-12-08,USD,0.0650,735,0
362,CUST-000362,Customer 00362,SmallBusiness,Energy,West US,US,Churned,2024-04-20,2024-05-14,USD,0.0500,705,1
363,CUST-000363,Customer 00363,SmallBusiness,Healthcare,Canada Central,CA,Churned,2023-01-25,2023-02-09,USD,0.0000,772,0
364,CUST-000364,Customer 00364,SmallBusiness,Technology,Central US,US,Active,2023-04-17,2023-05-01,USD,0.0000,652,0
365,CUST-000365,Customer 00365,SmallBusiness,Media,East US,US,Active,2023-02-14,2023-04-14,USD,0.0650,814,0
366,CUST-000366,Customer 00366,SmallBusiness,Logistics,East US,US,Active,2024-08-17,2024-08-24,USD,0.0825,611,1
367,CUST-000367,Customer 00367,SmallBusiness,Manufacturing,West US,US,Churned,2023-08-31,2023-09-19,USD,0.0725,747,1
368,CUST-000368,Customer 00368,Enterprise,Retail,Central US,US,Active,2023-08-28,2023-09-02,USD,0.0825,635,1
369,CUST-000369,Customer 00369,SmallBusiness,Finance,West US,US,Active,2024-04-05,2024-05-05,USD,0.0500,811,1
370,CUST-000370,Customer 00370,SmallBusiness,Education,Central US,US,Suspended,2025-05-22,2025-05-30,USD,0.0825,600,1
371,CUST-000371,Customer 00371,MidMarket,Manufacturing,Central US,US,Active,2023-06-01,2023-06-07,USD,0.0000,733,1
372,CUST-000372,Customer 00372,MidMarket,Media,West US,US,Active,2023-02-01,2023-02-27,USD,0.0500,628,1
373,CUST-000373,Customer 00373,SmallBusiness,Technology,West US,US,Active,2023-05-05,2023-05-06,USD,0.0725,770,0
374,CUST-000374,Customer 00374,SmallBusiness,Finance,East US,US,Active,2024-08-19,2024-09-26,USD,0.0000,681,0
375,CUST-000375,Customer 00375,SmallBusiness,Manufacturing,Canada Central,CA,Active,2025-04-08,2025-04-17,USD,0.0725,605,1
376,CUST-000376,Customer 00376,MidMarket,Energy,UK South,GB,Active,2024-03-19,2024-05-11,USD,0.0725,668,1
377,CUST-000377,Customer 00377,SmallBusiness,Retail,West US,US,Active,2023-10-09,2023-10-27,USD,0.0825,705,1
378,CUST-000378,Customer 00378,SmallBusiness,Healthcare,Canada Central,CA,Active,2024-02-26,2024-04-23,USD,0.0725,650,1
379,CUST-000379,Customer 00379,Enterprise,Media,UK South,GB,Active,2023-09-13,2023-10-24,USD,0.0725,763,1
380,CUST-000380,Customer 00380,SmallBusiness,Manufacturing,Canada Central,CA,Active,2023-12-19,2024-02-16,USD,0.0500,593,1
381,CUST-000381,Customer 00381,MidMarket,Education,West US,US,Active,2023-01-31,2023-03-30,USD,0.0725,763,0
382,CUST-000382,Customer 00382,SmallBusiness,Technology,West US,US,Active,2023-06-13,2023-06-20,USD,0.0000,692,1
383,CUST-000383,Customer 00383,MidMarket,Retail,Canada Central,CA,Active,2023-12-30,2024-02-28,USD,0.0825,742,0
384,CUST-000384,Customer 00384,MidMarket,Manufacturing,Central US,US,Churned,2024-08-28,2024-08-30,USD,0.0825,652,1
385,CUST-000385,Customer 00385,Enterprise,Energy,West US,US,Active,2025-05-06,2025-06-27,USD,0.0500,831,1
386,CUST-000386,Customer 00386,SmallBusiness,Media,East US,US,Active,2023-08-27,2023-10-05,USD,0.0650,683,0
387,CUST-000387,Customer 00387,Enterprise,Manufacturing,Central US,US,Active,2025-01-04,2025-01-16,USD,0.0500,652,0
388,CUST-000388,Customer 00388,Enterprise,Manufacturing,UK South,GB,Active,2025-05-31,2025-06-24,USD,0.0725,631,1
389,CUST-000389,Customer 00389,MidMarket,Logistics,Central US,US,Active,2023-05-20,2023-05-31,USD,0.0725,742,1
390,CUST-000390,Customer 00390,Enterprise,Manufacturing,UK South,GB,Active,2024-12-11,2025-02-06,USD,0.0825,669,1
391,CUST-000391,Customer 00391,MidMarket,Logistics,Central US,US,Suspended,2023-05-11,2023-05-23,USD,0.0825,596,1
392,CUST-000392,Customer 00392,SmallBusiness,Finance,Central US,US,Churned,2025-04-08,2025-05-18,USD,0.0500,749,0
393,CUST-000393,Customer 00393,SmallBusiness,Finance,West US,US,Suspended,2023-12-22,2024-01-12,USD,0.0650,808,1
394,CUST-000394,Customer 00394,SmallBusiness,Education,West US,US,Active,2023-09-13,2023-10-28,USD,0.0000,604,1
395,CUST-000395,Customer 00395,SmallBusiness,Logistics,Canada Central,CA,Active,2023-06-20,2023-08-16,USD,0.0725,631,0
396,CUST-000396,Customer 00396,MidMarket,Retail,UK South,GB,Active,2024-10-28,2024-12-16,USD,0.0000,730,1
397,CUST-000397,Customer 00397,SmallBusiness,Logistics,Central US,US,Active,2023-04-18,2023-04-23,USD,0.0000,627,1
398,CUST-000398,Customer 00398,SmallBusiness,Retail,UK South,GB,Active,2024-05-09,2024-06-24,USD,0.0725,660,1
399,CUST-000399,Customer 00399,SmallBusiness,Media,Central US,US,Active,2023-07-30,2023-08-12,USD,0.0825,715,1
400,CUST-000400,Customer 00400,SmallBusiness,Media,Central US,US,Suspended,2023-09-01,2023-09-08,USD,0.0500,607,1
401,CUST-000401,Customer 00401,MidMarket,Energy,Canada Central,CA,Active,2023-03-31,2023-04-19,USD,0.0000,685,1
402,CUST-000402,Customer 00402,MidMarket,Education,Central US,US,Active,2023-03-25,2023-04-25,USD,0.0725,830,0
403,CUST-000403,Customer 00403,SmallBusiness,Retail,Central US,US,Active,2023-04-04,2023-05-16,USD,0.0725,769,1
404,CUST-000404,Customer 00404,SmallBusiness,Technology,East US,US,Suspended,2023-09-27,2023-10-26,USD,0.0825,611,1
405,CUST-000405,Customer 00405,SmallBusiness,Media,East US,US,Active,2023-03-29,2023-05-11,USD,0.0825,696,1
406,CUST-000406,Customer 00406,SmallBusiness,Media,Canada Central,CA,Active,2025-04-18,2025-05-22,USD,0.0725,700,1
407,CUST-000407,Customer 00407,MidMarket,Healthcare,East US,US,Active,2024-02-09,2024-04-07,USD,0.0825,655,1
408,CUST-000408,Customer 00408,Enterprise,Technology,Canada Central,CA,Active,2023-06-27,2023-07-08,USD,0.0725,620,0
409,CUST-000409,Customer 00409,MidMarket,Education,Canada Central,CA,Active,2023-07-26,2023-09-17,USD,0.0000,624,1
410,CUST-000410,Customer 00410,MidMarket,Media,Canada Central,CA,Active,2024-07-19,2024-08-09,USD,0.0000,794,1
411,CUST-000411,Customer 00411,SmallBusiness,Finance,West US,US,Churned,2023-06-01,2023-07-08,USD,0.0825,631,0
412,CUST-000412,Customer 00412,MidMarket,Education,UK South,GB,Active,2025-06-20,2025-07-13,USD,0.0725,822,1
413,CUST-000413,Customer 00413,MidMarket,Logistics,Central US,US,Active,2024-02-17,2024-02-27,USD,0.0650,701,1
414,CUST-000414,Customer 00414,SmallBusiness,Manufacturing,Canada Central,CA,Suspended,2023-10-03,2023-11-30,USD,0.0650,739,1
415,CUST-000415,Customer 00415,MidMarket,Technology,Canada Central,CA,Active,2025-05-28,2025-07-12,USD,0.0725,744,1
416,CUST-000416,Customer 00416,SmallBusiness,Energy,Canada Central,CA,Active,2024-09-11,2024-10-23,USD,0.0725,828,0
417,CUST-000417,Customer 00417,SmallBusiness,Retail,Central US,US,Active,2025-04-20,2025-04-24,USD,0.0825,786,1
418,CUST-000418,Customer 00418,SmallBusiness,Technology,UK South,GB,Suspended,2025-06-19,2025-07-26,USD,0.0500,609,1
419,CUST-000419,Customer 00419,SmallBusiness,Technology,Canada Central,CA,Active,2023-02-21,2023-04-21,USD,0.0725,838,1
420,CUST-000420,Customer 00420,SmallBusiness,Energy,East US,US,Active,2024-11-28,2024-11-30,USD,0.0500,822,1
421,CUST-000421,Customer 00421,MidMarket,Education,Central US,US,Active,2023-12-19,2023-12-30,USD,0.0000,725,1
422,CUST-000422,Customer 00422,SmallBusiness,Technology,East US,US,Suspended,2023-06-16,2023-08-10,USD,0.0500,685,1
423,CUST-000423,Customer 00423,MidMarket,Healthcare,Canada Central,CA,Active,2024-06-09,2024-06-11,USD,0.0500,668,1
424,CUST-000424,Customer 00424,MidMarket,Education,East US,US,Active,2023-08-18,2023-09-04,USD,0.0650,796,0
425,CUST-000425,Customer 00425,SmallBusiness,Education,Central US,US,Active,2024-04-15,2024-05-02,USD,0.0825,783,1
426,CUST-000426,Customer 00426,Enterprise,Manufacturing,East US,US,Active,2024-06-07,2024-07-20,USD,0.0825,724,1
427,CUST-000427,Customer 00427,SmallBusiness,Education,East US,US,Active,2024-05-08,2024-05-13,USD,0.0650,713,1
428,CUST-000428,Customer 00428,SmallBusiness,Technology,Central US,US,Suspended,2023-07-12,2023-07-22,USD,0.0825,786,1
429,CUST-000429,Customer 00429,MidMarket,Education,West US,US,Active,2025-01-08,2025-01-10,USD,0.0725,787,1
430,CUST-000430,Customer 00430,Enterprise,Technology,East US,US,Active,2024-08-20,2024-10-05,USD,0.0500,823,0
431,CUST-000431,Customer 00431,MidMarket,Media,Central US,US,Active,2024-06-03,2024-06-23,USD,0.0000,821,1
432,CUST-000432,Customer 00432,SmallBusiness,Retail,Central US,US,Churned,2025-01-12,2025-03-05,USD,0.0650,625,1
433,CUST-000433,Customer 00433,SmallBusiness,Manufacturing,West US,US,Active,2025-02-01,2025-03-29,USD,0.0825,730,1
434,CUST-000434,Customer 00434,MidMarket,Finance,East US,US,Active,2024-04-26,2024-04-30,USD,0.0500,836,1
435,CUST-000435,Customer 00435,SmallBusiness,Retail,Canada Central,CA,Active,2024-06-26,2024-07-16,USD,0.0500,755,1
436,CUST-000436,Customer 00436,SmallBusiness,Retail,UK South,GB,Active,2024-04-13,2024-04-23,USD,0.0725,750,1
437,CUST-000437,Customer 00437,SmallBusiness,Energy,West US,US,Active,2023-11-17,2023-12-28,USD,0.0500,661,1
