SubscriptionId,CustomerId,RatePlanId,SubscriptionNumber,StartDate,EndDate,Status,Quantity,DiscountPercent,ContractTermMonths,RenewalDate,SalesChannel
1025,422,13,SUB-00001025,2025-06-26,,Active,3,7.5000,12,2026-06-21,Partner
1026,423,6,SUB-00001026,2024-06-11,,Active,23,10.0000,24,2026-06-01,Partner
1027,423,18,SUB-00001027,2024-06-11,,Paused,1,5.0000,24,2026-06-01,Partner
1028,423,23,SUB-00001028,2024-06-11,,Active,3,7.5000,12,2025-06-06,Marketplace
1029,423,2,SUB-00001029,2024-06-11,,Active,21,0.0000,12,2025-06-06,Partner
1030,424,3,SUB-00001030,2024-12-21,,Active,5,0.0000,36,2027-12-06,Partner
1031,424,22,SUB-00001031,2024-11-30,,Active,23,10.0000,24,2026-11-20,Partner
1032,424,7,SUB-00001032,2024-11-23,,Active,19,0.0000,36,2027-11-08,Partner
1033,424,19,SUB-00001033,2025-06-21,,Active,24,5.0000,36,2028-06-05,Marketplace
1034,425,13,SUB-00001034,2024-05-06,,Active,5,12.5000,36,2027-04-21,Partner
1035,425,17,SUB-00001035,2025-07-14,,Active,2,2.5000,12,2026-07-09,Marketplace
1036,425,10,SUB-00001036,2024-09-07,,Active,2,0.0000,12,2025-09-02,Direct
1037,425,1,SUB-00001037,2024-08-10,,Active,5,12.5000,12,2025-08-05,Direct
1038,426,11,SUB-00001038,2024-07-20,,Active,11,2.5000,12,2025-07-15,Direct
1039,426,24,SUB-00001039,2025-08-30,,Active,16,2.5000,36,2028-08-14,Marketplace
1040,427,21,SUB-00001040,2024-05-24,,Active,1,0.0000,12,2025-05-19,Partner
1041,427,14,SUB-00001041,2025-09-23,,Active,5,5.0000,12,2026-09-18,Partner
1042,428,21,SUB-00001042,2024-03-13,,Active,5,0.0000,36,2027-02-26,Marketplace
1043,428,9,SUB-00001043,2024-10-02,,Active,1,12.5000,36,2027-09-17,Partner
1044,429,7,SUB-00001044,2025-07-18,,Paused,13,5.0000,12,2026-07-13,Direct
1045,429,18,SUB-00001045,2025-01-10,,Active,7,2.5000,12,2026-01-05,Direct
1046,429,23,SUB-00001046,2025-02-15,,Paused,15,0.0000,24,2027-02-05,Direct
1047,429,11,SUB-00001047,2025-01-10,,Active,17,5.0000,24,2026-12-31,Direct
1048,430,23,SUB-00001048,2024-10-31,2025-10-09,Cancelled,9,0.0000,36,2027-10-16,Marketplace
1049,430,12,SUB-00001049,2025-06-02,,Active,12,0.0000,12,2026-05-28,Partner
1050,430,8,SUB-00001050,2025-02-18,,Active,12,10.0000,12,2026-02-13,Partner
1051,431,11,SUB-00001051,2024-11-18,,Active,4,2.5000,36,2027-11-03,Marketplace
1052,431,23,SUB-00001052,2025-07-08,,Active,3,5.0000,36,2028-06-22,Marketplace
1053,431,4,SUB-00001053,2025-08-26,,Active,11,0.0000,36,2028-08-10,Partner
1054,431,7,SUB-00001054,2025-03-02,,Active,24,2.5000,24,2027-02-20,Marketplace
1055,432,2,SUB-00001055,2025-03-05,,Active,5,0.0000,36,2028-02-18,Marketplace
1056,432,22,SUB-00001056,2025-03-05,,Active,1,0.0000,36,2028-02-18,Marketplace
1057,432,17,SUB-00001057,2025-03-05,,Active,5,5.0000,12,2026-02-28,Partner
1058,433,9,SUB-00001058,2025-03-29,,Active,4,0.0000,36,2028-03-13,Marketplace
1059,433,6,SUB-00001059,2025-03-29,,Active,4,0.0000,24,2027-03-19,Partner
1060,433,22,SUB-00001060,2025-06-18,,Active,2,5.0000,12,2026-06-13,Marketplace
1061,434,15,SUB-00001061,2024-04-30,,Active,15,5.0000,36,2027-04-15,Marketplace
1062,434,23,SUB-00001062,2024-09-04,,Active,15,0.0000,12,2025-08-30,Direct
1063,434,2,SUB-00001063,2025-08-10,,Active,5,0.0000,12,2026-08-05,Direct
1064,435,21,SUB-00001064,2025-06-02,,Active,5,10.0000,24,2027-05-23,Partner
1065,435,9,SUB-00001065,2024-07-16,,Active,1,0.0000,12,2025-07-11,Direct
1066,435,17,SUB-00001066,2025-06-27,,Active,1,10.0000,12,2026-06-22,Partner
1067,435,1,SUB-00001067,2024-07-16,,Active,5,12.5000,24,2026-07-06,Partner
1068,436,17,SUB-00001068,2025-02-20,,Paused,2,7.5000,36,2028-02-05,Partner
1069,437,6,SUB-00001069,2025-02-22,2025-10-22,Cancelled,3,0.0000,12,2026-02-17,Direct
1070,438,21,SUB-00001070,2024-02-19,,Active,1,5.0000,36,2027-02-03,Marketplace
1071,438,17,SUB-00001071,2025-03-19,2026-02-15,Cancelled,5,12.5000,36,2028-03-03,Marketplace
1072,438,10,SUB-00001072,2024-06-05,,Active,4,5.0000,36,2027-05-21,Marketplace
1073,438,5,SUB-00001073,2024-07-28,,Active,4,5.0000,24,2026-07-18,Marketplace
1074,439,17,SUB-00001074,2024-09-14,2025-06-03,Cancelled,5,0.0000,36,2027-08-30,Direct
1075,440,9,SUB-00001075,2024-11-19,,Active,2,0.0000,36,2027-11-04,Partner
1076,440,14,SUB-00001076,2025-06-17,,Active,4,2.5000,24,2027-06-07,Partner
1077,440,21,SUB-00001077,2025-04-15,,Active,3,7.5000,24,2027-04-05,Direct
1078,440,18,SUB-00001078,2024-11-19,,Active,1,0.0000,36,2027-11-04,Marketplace
1079,441,23,SUB-00001079,2025-06-10,,Active,8,2.5000,24,2027-05-31,Direct
1080,441,12,SUB-00001080,2025-07-15,,Active,6,12.5000,24,2027-07-05,Partner
1081,441,3,SUB-00001081,2025-03-30,,Active,6,2.5000,12,2026-03-25,Marketplace
1082,442,13,SUB-00001082,2025-07-07,,Active,4,7.5000,36,2028-06-21,Partner
1083,443,13,SUB-00001083,2024-06-05,,Active,2,12.5000,12,2025-05-31,Direct
1084,443,5,SUB-00001084,2024-06-24,,Active,1,0.0000,12,2025-06-19,Marketplace
1085,443,18,SUB-00001085,2025-07-09,,Active,5,5.0000,36,2028-06-23,Partner
1086,444,3,SUB-00001086,2025-04-04,,Active,19,0.0000,24,2027-03-25,Marketplace
1087,444,19,SUB-00001087,2025-04-04,,Active,3,7.5000,24,2027-03-25,Partner
1088,444,15,SUB-00001088,2025-06-06,,Active,6,10.0000,36,2028-05-21,Marketplace
1089,444,10,SUB-00001089,2025-04-04,2025-09-20,Cancelled,1,12.5000,36,2028-03-19,Partner
1090,445,21,SUB-00001090,2024-04-24,,Active,5,0.0000,12,2025-04-19,Marketplace
1091,446,7,SUB-00001091,2025-08-03,,Active,13,0.0000,36,2028-07-18,Marketplace
1092,446,3,SUB-00001092,2025-02-15,,Active,20,0.0000,24,2027-02-05,Direct
1093,446,14,SUB-00001093,2025-05-07,,Active,18,2.5000,12,2026-05-02,Direct
1094,447,24,SUB-00001094,2024-11-07,,Active,8,7.5000,36,2027-10-23,Direct
1095,447,19,SUB-00001095,2025-09-20,,Active,8,2.5000,24,2027-09-10,Partner
1096,447,14,SUB-00001096,2025-03-28,,Active,22,2.5000,12,2026-03-23,Direct
1097,448,22,SUB-00001097,2025-03-24,,Paused,5,0.0000,24,2027-03-14,Marketplace
1098,448,19,SUB-00001098,2025-03-24,,Active,10,7.5000,36,2028-03-08,Marketplace
1099,448,11,SUB-00001099,2025-03-24,,Active,21,0.0000,24,2027-03-14,Direct
1100,449,7,SUB-00001100,2025-02-14,,Active,4,0.0000,36,2028-01-30,Marketplace
1101,449,17,SUB-00001101,2025-09-24,,Active,2,2.5000,24,2027-09-14,Marketplace
1102,450,11,SUB-00001102,2025-06-11,,Active,16,5.0000,36,2028-05-26,Direct
1103,450,20,SUB-00001103,2025-06-11,2025-12-29,Cancelled,5,7.5000,12,2026-06-06,Partner
1104,450,2,SUB-00001104,2025-06-11,,Active,23,0.0000,36,2028-05-26,Marketplace
1105,451,18,SUB-00001105,2025-02-06,,Active,1,0.0000,36,2028-01-22,Marketplace
1106,451,10,SUB-00001106,2024-06-16,,Active,4,7.5000,12,2025-06-11,Direct
1107,452,17,SUB-00001107,2025-06-10,2026-05-04,Cancelled,2,5.0000,24,2027-05-31,Partner
1108,452,14,SUB-00001108,2025-06-10,,Active,5,7.5000,36,2028-05-25,Marketplace
1109,452,9,SUB-00001109,2025-09-16,,Active,3,0.0000,12,2026-09-11,Direct
1110,453,13,SUB-00001110,2025-08-01,2026-03-25,Cancelled,1,2.5000,36,2028-07-16,Partner
1111,453,18,SUB-00001111,2024-02-29,,Active,2,12.5000,36,2027-02-13,Partner
1112,454,17,SUB-00001112,2025-02-18,,Active,2,0.0000,24,2027-02-08,Direct
1113,454,1,SUB-00001113,2025-08-11,,Active,2,0.0000,36,2028-07-26,Marketplace
1114,454,22,SUB-00001114,2025-04-15,,Active,4,10.0000,12,2026-04-10,Partner
1115,455,6,SUB-00001115,2025-04-26,,Active,5,0.0000,12,2026-04-21,Direct
1116,456,1,SUB-00001116,2024-08-01,,Active,2,10.0000,36,2027-07-17,Partner
1117,456,5,SUB-00001117,2025-04-30,,Active,3,5.0000,24,2027-04-20,Partner
1118,457,5,SUB-00001118,2024-09-08,2025-05-11,Cancelled,4,7.5000,24,2026-08-29,Partner
1119,458,2,SUB-00001119,2025-07-16,,Active,13,2.5000,24,2027-07-06,Direct
1120,458,23,SUB-00001120,2025-02-16,,Active,6,12.5000,24,2027-02-06,Marketplace
1121,458,15,SUB-00001121,2025-09-14,2026-05-27,Cancelled,1,0.0000,12,2026-09-09,Marketplace
1122,459,10,SUB-00001122,2024-10-22,,Active,16,0.0000,36,2027-10-07,Direct
1123,459,23,SUB-00001123,2024-05-31,,Active,8,0.0000,24,2026-05-21,Partner
1124,459,4,SUB-00001124,2025-01-17,,Active,7,0.0000,36,2028-01-02,Partner
1125,460,17,SUB-00001125,2025-06-13,,Active,1,0.0000,24,2027-06-03,Marketplace
1126,461,9,SUB-00001126,2024-09-06,,Active,1,2.5000,24,2026-08-27,Direct
1127,462,21,SUB-00001127,2025-07-02,,Active,2,0.0000,24,2027-06-22,Partner
1128,462,5,SUB-00001128,2025-05-07,,Active,1,0.0000,24,2027-04-27,Partner
1129,462,2,SUB-00001129,2025-05-07,,Active,3,10.0000,36,2028-04-21,Partner
1130,463,13,SUB-00001130,2025-07-15,,Active,4,2.5000,36,2028-06-29,Direct
1131,463,10,SUB-00001131,2024-09-26,,Active,4,0.0000,12,2025-09-21,Direct
1132,464,10,SUB-00001132,2024-12-09,2025-08-23,Cancelled,5,0.0000,36,2027-11-24,Partner
1133,464,7,SUB-00001133,2024-01-28,,Paused,11,0.0000,24,2026-01-17,Partner
1134,465,3,SUB-00001134,2024-09-15,,Active,24,0.0000,24,2026-09-05,Direct
1135,465,6,SUB-00001135,2024-09-15,,Active,5,0.0000,24,2026-09-05,Marketplace
1136,465,14,SUB-00001136,2024-09-15,,Active,25,0.0000,12,2025-09-10,Direct
1137,466,6,SUB-00001137,2024-08-16,,Active,2,7.5000,36,2027-08-01,Direct
1138,467,8,SUB-00001138,2024-09-06,,Active,14,5.0000,36,2027-08-22,Partner
1139,467,22,SUB-00001139,2025-02-13,,Active,15,10.0000,24,2027-02-03,Direct
1140,467,18,SUB-00001140,2024-07-16,,Active,19,7.5000,24,2026-07-06,Direct
1141,467,15,SUB-00001141,2024-09-05,,Active,21,7.5000,24,2026-08-26,Direct
1142,468,3,SUB-00001142,2024-12-08,,Active,13,7.5000,36,2027-11-23,Partner
1143,468,19,SUB-00001143,2025-02-03,,Active,21,0.0000,12,2026-01-29,Marketplace
1144,468,8,SUB-00001144,2024-09-29,,Active,8,10.0000,24,2026-09-19,Marketplace
1145,468,15,SUB-00001145,2024-10-04,,Active,8,7.5000,24,2026-09-24,Direct
1146,469,23,SUB-00001146,2024-09-12,,Active,23,10.0000,12,2025-09-07,Partner
1147,469,4,SUB-00001147,2024-12-12,,Active,21,10.0000,24,2026-12-02,Direct
1148,469,16,SUB-00001148,2024-10-04,,Active,18,7.5000,12,2025-09-29,Marketplace
1149,469,12,SUB-00001149,2024-04-13,,Active,19,12.5000,24,2026-04-03,Marketplace
1150,470,13,SUB-00001150,2024-08-14,,Active,5,0.0000,24,2026-08-04,Direct
1151,470,17,SUB-00001151,2024-08-14,,Active,2,12.5000,12,2025-08-09,Direct
1152,471,1,SUB-00001152,2025-01-16,,Active,4,0.0000,24,2027-01-06,Marketplace
1153,471,22,SUB-00001153,2025-01-16,,Active,3,10.0000,12,2026-01-11,Direct
1154,471,17,SUB-00001154,2025-01-16,,Active,5,0.0000,24,2027-01-06,Partner
1155,471,10,SUB-00001155,2025-01-16,,Active,5,5.0000,12,2026-01-11,Direct
1156,472,20,SUB-00001156,2024-04-12,,Active,23,10.0000,36,2027-03-28,Marketplace
1157,472,23,SUB-00001157,2025-02-23,,Paused,22,2.5000,24,2027-02-13,Direct
1158,473,2,SUB-00001158,2025-02-02,,Active,19,0.0000,12,2026-01-28,Direct
1159,473,23,SUB-00001159,2025-09-08,,Paused,25,0.0000,24,2027-08-29,Direct
1160,473,10,SUB-00001160,2025-05-02,,Active,7,5.0000,36,2028-04-16,Marketplace
1161,474,1,SUB-00001161,2024-10-23,,Active,2,0.0000,12,2025-10-18,Direct
1162,475,16,SUB-00001162,2025-01-05,,Active,22,0.0000,24,2026-12-26,Direct
1163,475,2,SUB-00001163,2025-01-05,,Active,14,0.0000,36,2027-12-21,Partner
1164,475,8,SUB-00001164,2025-01-05,,Active,25,2.5000,24,2026-12-26,Partner
1165,476,2,SUB-00001165,2024-08-02,,Active,23,12.5000,24,2026-07-23,Marketplace
1166,476,24,SUB-00001166,2024-04-12,,Active,3,7.5000,12,2025-04-07,Partner
1167,476,18,SUB-00001167,2024-04-28,,Active,4,5.0000,12,2025-04-23,Direct
1168,477,6,SUB-00001168,2025-06-17,,Active,3,0.0000,36,2028-06-01,Direct
1169,477,15,SUB-00001169,2024-05-19,,Active,20,2.5000,24,2026-05-09,Partner
1170,478,14,SUB-00001170,2024-10-28,,Active,5,0.0000,24,2026-10-18,Direct
1171,478,22,SUB-00001171,2024-04-23,,Active,5,5.0000,36,2027-04-08,Direct
1172,478,9,SUB-00001172,2024-10-17,2025-05-16,Cancelled,1,7.5000,12,2025-10-12,Direct
1173,478,17,SUB-00001173,2024-07-08,2025-02-12,Cancelled,3,7.5000,24,2026-06-28,Direct
1174,479,21,SUB-00001174,2024-11-15,2025-08-18,Cancelled,3,12.5000,12,2025-11-10,Marketplace
1175,479,18,SUB-00001175,2025-07-09,,Active,5,7.5000,36,2028-06-23,Partner
1176,479,1,SUB-00001176,2024-02-19,,Active,3,10.0000,24,2026-02-08,Partner
1177,480,10,SUB-00001177,2025-01-07,,Active,2,12.5000,36,2027-12-23,Marketplace
1178,480,18,SUB-00001178,2025-02-17,,Active,3,0.0000,12,2026-02-12,Partner
1179,480,1,SUB-00001179,2024-07-23,,Active,3,0.0000,12,2025-07-18,Direct
1180,481,7,SUB-00001180,2025-03-22,,Active,1,0.0000,12,2026-03-17,Direct
1181,482,23,SUB-00001181,2024-10-05,,Active,1,12.5000,12,2025-09-30,Partner
1182,482,2,SUB-00001182,2024-12-25,,Active,18,0.0000,36,2027-12-10,Direct
1183,482,6,SUB-00001183,2025-07-02,,Active,17,2.5000,24,2027-06-22,Partner
1184,482,12,SUB-00001184,2024-01-02,,Active,18,5.0000,24,2025-12-22,Partner
1185,483,6,SUB-00001185,2024-12-21,2025-08-28,Cancelled,7,7.5000,36,2027-12-06,Partner
1186,484,2,SUB-00001186,2025-03-23,,Active,22,7.5000,24,2027-03-13,Partner
1187,484,23,SUB-00001187,2024-09-07,,Active,3,0.0000,12,2025-09-02,Partner
1188,485,8,SUB-00001188,2024-11-04,,Active,5,0.0000,12,2025-10-30,Marketplace
1189,486,13,SUB-00001189,2024-10-21,,Active,1,0.0000,36,2027-10-06,Direct
1190,486,1,SUB-00001190,2025-01-29,,Active,5,0.0000,12,2026-01-24,Marketplace
1191,486,11,SUB-00001191,2024-04-09,,Active,4,5.0000,12,2025-04-04,Direct
1192,487,12,SUB-00001192,2025-07-19,,Active,12,5.0000,24,2027-07-09,Marketplace
1193,487,8,SUB-00001193,2025-08-12,2026-06-12,Cancelled,20,10.0000,36,2028-07-27,Marketplace
1194,487,20,SUB-00001194,2024-07-28,,Active,1,10.0000,36,2027-07-13,Direct
1195,487,16,SUB-00001195,2025-04-15,,Active,12,12.5000,12,2026-04-10,Direct
1196,488,16,SUB-00001196,2024-10-14,,Active,10,0.0000,12,2025-10-09,Direct
1197,489,5,SUB-00001197,2025-05-05,,Active,5,10.0000,36,2028-04-19,Partner
1198,489,9,SUB-00001198,2024-11-26,,Active,2,0.0000,12,2025-11-21,Partner
1199,489,1,SUB-00001199,2024-10-07,,Active,1,7.5000,12,2025-10-02,Partner
1200,490,10,SUB-00001200,2025-07-01,,Active,5,0.0000,24,2027-06-21,Partner
1201,490,1,SUB-00001201,2024-11-11,,Active,2,2.5000,24,2026-11-01,Direct
1202,491,11,SUB-00001202,2024-12-28,,Active,18,0.0000,12,2025-12-23,Marketplace
1203,491,2,SUB-00001203,2024-12-28,,Active,23,0.0000,36,2027-12-13,Partner
1204,492,17,SUB-00001204,2025-03-19,2025-07-31,Cancelled,4,12.5000,12,2026-03-14,Marketplace
1205,492,10,SUB-00001205,2025-03-19,,Active,5,2.5000,36,2028-03-03,Partner
1206,493,1,SUB-00001206,2025-04-10,,Active,5,0.0000,12,2026-04-05,Partner
1207,494,13,SUB-00001207,2024-04-09,,Active,2,2.5000,36,2027-03-25,Direct
1208,494,21,SUB-00001208,2025-05-13,,Paused,1,0.0000,12,2026-05-08,Marketplace
1209,494,1,SUB-00001209,2025-01-20,,Active,3,12.5000,12,2026-01-15,Direct
1210,495,2,SUB-00001210,2025-04-05,,Active,5,2.5000,36,2028-03-20,Direct
1211,495,10,SUB-00001211,2024-08-27,,Active,15,12.5000,12,2025-08-22,Marketplace
1212,495,23,SUB-00001212,2024-10-23,,Active,15,0.0000,24,2026-10-13,Marketplace
1213,496,21,SUB-00001213,2025-09-21,,Active,4,12.5000,36,2028-09-05,Partner
1214,497,10,SUB-00001214,2024-06-30,,Active,4,0.0000,36,2027-06-15,Direct
1215,497,21,SUB-00001215,2024-03-29,,Active,1,10.0000,36,2027-03-14,Marketplace
1216,497,5,SUB-00001216,2024-05-15,2024-10-10,Cancelled,4,12.5000,12,2025-05-10,Marketplace
1217,497,13,SUB-00001217,2025-05-04,,Active,2,0.0000,36,2028-04-18,Direct
1218,498,2,SUB-00001218,2024-05-21,,Active,10,7.5000,24,2026-05-11,Partner
1219,498,6,SUB-00001219,2024-10-19,,Active,2,0.0000,12,2025-10-14,Marketplace
1220,498,14,SUB-00001220,2024-09-06,,Active,9,10.0000,36,2027-08-22,Partner
1221,498,19,SUB-00001221,2025-09-19,,Active,18,5.0000,12,2026-09-14,Direct
1222,499,15,SUB-00001222,2024-12-16,2025-09-06,Cancelled,7,0.0000,36,2027-12-01,Direct
1223,499,18,SUB-00001223,2024-12-27,,Active,6,10.0000,12,2025-12-22,Partner
1224,499,3,SUB-00001224,2024-05-27,,Active,12,2.5000,24,2026-05-17,Direct
1225,499,11,SUB-00001225,2025-01-30,,Active,17,12.5000,36,2028-01-15,Marketplace
1226,500,9,SUB-00001226,2025-08-14,,Active,1,5.0000,24,2027-08-04,Partner
1227,500,17,SUB-00001227,2025-08-15,,Active,4,7.5000,12,2026-08-10,Direct
1228,500,21,SUB-00001228,2024-11-16,,Active,2,2.5000,24,2026-11-06,Marketplace
1229,501,18,SUB-00001229,2024-08-08,,Active,2,0.0000,24,2026-07-29,Direct
1230,501,9,SUB-00001230,2024-05-29,,Active,4,12.5000,12,2025-05-24,Marketplace
1231,501,15,SUB-00001231,2024-12-19,,Active,2,7.5000,24,2026-12-09,Direct
1232,502,2,SUB-00001232,2024-07-27,,Active,1,5.0000,12,2025-07-22,Partner
1233,502,9,SUB-00001233,2025-03-31,,Active,1,5.0000,36,2028-03-15,Partner
1234,502,21,SUB-00001234,2025-03-31,,Active,2,0.0000,12,2026-03-26,Marketplace
1235,503,5,SUB-00001235,2024-06-10,,Active,5,5.0000,12,2025-06-05,Marketplace
1236,503,14,SUB-00001236,2025-07-10,,Active,4,12.5000,12,2026-07-05,Marketplace
1237,503,21,SUB-00001237,2025-05-25,,Active,2,10.0000,36,2028-05-09,Direct
1238,503,18,SUB-00001238,2024-10-19,,Active,1,7.5000,24,2026-10-09,Partner
1239,504,5,SUB-00001239,2024-05-29,,Active,1,2.5000,24,2026-05-19,Partner
1240,504,1,SUB-00001240,2024-04-20,,Active,3,0.0000,24,2026-04-10,Marketplace
1241,504,18,SUB-00001241,2024-09-18,2025-05-10,Cancelled,1,5.0000,36,2027-09-03,Direct
1242,505,1,SUB-00001242,2025-01-12,,Active,1,5.0000,24,2027-01-02,Marketplace
1243,506,11,SUB-00001243,2025-06-01,,Active,1,0.0000,12,2026-05-27,Partner
1244,506,15,SUB-00001244,2025-04-03,,Active,18,5.0000,12,2026-03-29,Direct
1245,507,8,SUB-00001245,2025-04-18,,Active,17,2.5000,36,2028-04-02,Partner
1246,508,17,SUB-00001246,2025-02-02,,Active,4,0.0000,24,2027-01-23,Direct
1247,509,10,SUB-00001247,2025-08-16,,Active,2,0.0000,36,2028-07-31,Partner
1248,509,1,SUB-00001248,2025-03-16,,Active,3,0.0000,36,2028-02-29,Marketplace
1249,509,13,SUB-00001249,2025-07-12,,Active,2,0.0000,24,2027-07-02,Partner
1250,509,5,SUB-00001250,2025-04-24,,Active,1,7.5000,36,2028-04-08,Marketplace
1251,510,20,SUB-00001251,2024-11-25,,Active,1,0.0000,12,2025-11-20,Marketplace
1252,510,6,SUB-00001252,2025-05-05,,Active,21,2.5000,24,2027-04-25,Partner
1253,510,2,SUB-00001253,2024-11-25,,Active,10,10.0000,24,2026-11-15,Direct
1254,511,6,SUB-00001254,2024-09-14,,Active,5,0.0000,36,2027-08-30,Marketplace
1255,511,19,SUB-00001255,2025-05-01,,Active,25,0.0000,24,2027-04-21,Direct
1256,512,21,SUB-00001256,2025-05-31,,Active,1,0.0000,24,2027-05-21,Partner
1257,512,2,SUB-00001257,2024-05-24,,Active,3,5.0000,36,2027-05-09,Partner
1258,512,13,SUB-00001258,2025-05-10,,Active,1,10.0000,36,2028-04-24,Direct
1259,513,9,SUB-00001259,2025-06-24,,Active,1,10.0000,24,2027-06-14,Marketplace
1260,513,14,SUB-00001260,2025-06-24,,Active,2,5.0000,12,2026-06-19,Direct
1261,513,7,SUB-00001261,2025-06-24,,Active,2,0.0000,36,2028-06-08,Marketplace
1262,513,21,SUB-00001262,2025-06-24,2026-02-14,Cancelled,4,2.5000,24,2027-06-14,Partner
1263,514,22,SUB-00001263,2025-08-23,,Active,1,0.0000,12,2026-08-18,Direct
1264,515,1,SUB-00001264,2024-02-01,2024-11-22,Cancelled,3,2.5000,36,2027-01-16,Marketplace
1265,516,18,SUB-00001265,2024-07-27,,Active,2,7.5000,12,2025-07-22,Partner
1266,516,2,SUB-00001266,2024-10-17,,Active,3,10.0000,36,2027-10-02,Direct
1267,516,23,SUB-00001267,2024-10-17,,Active,1,2.5000,36,2027-10-02,Direct
1268,517,15,SUB-00001268,2025-01-08,,Active,13,7.5000,12,2026-01-03,Partner
1269,517,19,SUB-00001269,2024-10-24,2025-02-08,Cancelled,23,0.0000,24,2026-10-14,Direct
1270,517,3,SUB-00001270,2024-11-07,,Active,11,0.0000,36,2027-10-23,Marketplace
1271,517,6,SUB-00001271,2024-10-24,,Active,21,2.5000,24,2026-10-14,Marketplace
1272,518,6,SUB-00001272,2024-11-23,,Active,4,2.5000,24,2026-11-13,Direct
1273,519,18,SUB-00001273,2024-02-23,,Active,1,12.5000,36,2027-02-07,Marketplace
1274,520,7,SUB-00001274,2025-06-23,,Active,23,5.0000,36,2028-06-07,Direct
1275,521,17,SUB-00001275,2025-07-08,,Active,3,2.5000,36,2028-06-22,Marketplace
1276,521,5,SUB-00001276,2025-07-08,,Active,1,0.0000,24,2027-06-28,Direct
1277,521,3,SUB-00001277,2025-07-08,,Active,3,12.5000,36,2028-06-22,Direct
1278,522,4,SUB-00001278,2024-02-07,,Active,22,2.5000,24,2026-01-27,Direct
1279,522,11,SUB-00001279,2025-09-11,,Active,5,0.0000,24,2027-09-01,Marketplace
1280,522,15,SUB-00001280,2025-03-08,,Active,24,7.5000,36,2028-02-21,Marketplace
1281,523,14,SUB-00001281,2025-03-13,,Active,4,12.5000,24,2027-03-03,Partner
1282,524,14,SUB-00001282,2024-08-29,,Active,3,0.0000,24,2026-08-19,Direct
1283,524,18,SUB-00001283,2025-02-15,,Active,4,10.0000,12,2026-02-10,Partner
1284,525,13,SUB-00001284,2025-02-10,,Active,3,0.0000,12,2026-02-05,Direct
1285,526,9,SUB-00001285,2025-08-02,,Active,5,12.5000,36,2028-07-17,Partner
1286,527,13,SUB-00001286,2024-10-30,,Active,5,7.5000,12,2025-10-25,Marketplace
1287,527,1,SUB-00001287,2024-10-24,,Active,4,7.5000,12,2025-10-19,Partner
1288,527,9,SUB-00001288,2025-08-27,,Active,1,12.5000,24,2027-08-17,Direct
1289,527,5,SUB-00001289,2024-02-27,,Active,5,0.0000,36,2027-02-11,Partner
1290,528,17,SUB-00001290,2025-04-02,,Active,4,0.0000,36,2028-03-17,Marketplace
1291,528,21,SUB-00001291,2024-07-19,,Active,2,7.5000,12,2025-07-14,Marketplace
1292,528,1,SUB-00001292,2025-05-20,,Active,1,10.0000,24,2027-05-10,Marketplace
1293,529,5,SUB-00001293,2025-01-26,,Active,5,0.0000,24,2027-01-16,Partner
1294,529,17,SUB-00001294,2025-01-26,,Active,2,10.0000,12,2026-01-21,Marketplace
1295,529,22,SUB-00001295,2025-01-26,,Active,3,0.0000,12,2026-01-21,Marketplace
1296,530,21,SUB-00001296,2024-10-10,,Active,5,7.5000,24,2026-09-30,Partner
1297,530,2,SUB-00001297,2025-01-24,,Active,3,5.0000,36,2028-01-09,Partner
1298,530,14,SUB-00001298,2024-04-15,,Active,5,10.0000,24,2026-04-05,Partner
1299,531,10,SUB-00001299,2025-07-29,,Active,3,10.0000,36,2028-07-13,Marketplace
1300,531,5,SUB-00001300,2025-03-20,,Active,2,0.0000,24,2027-03-10,Direct
1301,532,3,SUB-00001301,2025-06-04,,Active,21,10.0000,36,2028-05-19,Marketplace
1302,532,15,SUB-00001302,2025-02-01,,Active,11,0.0000,36,2028-01-17,Partner
1303,532,18,SUB-00001303,2025-02-01,,Paused,6,5.0000,24,2027-01-22,Partner
1304,532,7,SUB-00001304,2025-04-13,,Active,25,2.5000,12,2026-04-08,Marketplace
1305,533,22,SUB-00001305,2025-05-16,,Active,3,7.5000,12,2026-05-11,Marketplace
1306,534,14,SUB-00001306,2025-04-09,,Active,12,0.0000,24,2027-03-30,Marketplace
1307,535,11,SUB-00001307,2024-12-17,,Active,4,5.0000,12,2025-12-12,Direct
1308,535,18,SUB-00001308,2025-09-02,,Active,22,2.5000,24,2027-08-23,Direct
1309,536,3,SUB-00001309,2024-04-12,,Active,19,0.0000,12,2025-04-07,Partner
1310,536,16,SUB-00001310,2024-07-08,,Active,14,10.0000,24,2026-06-28,Direct
1311,536,7,SUB-00001311,2025-06-20,,Active,18,7.5000,24,2027-06-10,Partner
1312,536,22,SUB-00001312,2025-03-17,,Active,21,0.0000,12,2026-03-12,Marketplace
1313,537,22,SUB-00001313,2024-11-07,,Active,22,2.5000,24,2026-10-28,Marketplace
1314,537,7,SUB-00001314,2025-04-30,,Active,15,2.5000,12,2026-04-25,Direct
1315,538,2,SUB-00001315,2024-11-21,,Active,24,0.0000,24,2026-11-11,Partner
1316,538,18,SUB-00001316,2024-01-30,,Active,21,12.5000,36,2027-01-14,Partner
1317,538,22,SUB-00001317,2025-08-07,,Active,8,0.0000,12,2026-08-02,Direct
