PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentMethod,PaymentStatus,Amount,ReferenceNumber,ProcessorName
4091,4325,175,2025-10-01,Wire,Settled,1642.3060,PAY-000004091,Fiserv
4092,4326,175,2025-11-16,Wire,Settled,1654.9013,PAY-000004092,Manual
4093,4328,175,2026-01-18,Check,Settled,1666.7493,PAY-000004093,Stripe
4094,4330,175,2026-04-13,Card,Settled,268.5904,PAY-000004094,Stripe
4095,4330,175,2026-04-18,ACH,Settled,236.6681,PAY-000004095,Manual
4096,4330,175,2026-04-23,Card,Settled,242.8306,PAY-000004096,Manual
4097,4331,175,2026-05-08,ACH,Settled,537.9468,PAY-000004097,Stripe
4098,4331,175,2026-05-21,ACH,Settled,279.7676,PAY-000004098,Manual
4099,4332,176,2025-09-30,Check,Settled,1286.0548,PAY-000004099,Adyen
4100,4333,176,2025-10-23,Card,Settled,1307.4646,PAY-000004100,Adyen
4101,4334,176,2025-11-02,ACH,Settled,1282.9791,PAY-000004101,Adyen
4102,4335,176,2025-12-25,Wire,Settled,1302.3066,PAY-000004102,Fiserv
4103,4336,176,2026-01-08,ACH,Settled,574.1591,PAY-000004103,Manual
4104,4336,176,2026-01-14,ACH,Settled,203.6651,PAY-000004104,Manual
4105,4336,176,2026-01-03,Card,Settled,309.4514,PAY-000004105,Adyen
4106,4337,176,2026-02-03,ACH,Settled,1111.4574,PAY-000004106,Fiserv
4107,4338,176,2026-04-19,Check,Settled,1291.4511,PAY-000004107,Manual
4108,4339,176,2026-05-17,Wire,Settled,1297.3995,PAY-000004108,Adyen
4109,4380,178,2025-06-14,Check,Settled,376.2851,PAY-000004109,Adyen
4110,4381,178,2025-07-30,Check,Settled,413.2529,PAY-000004110,Manual
4111,4382,178,2025-08-19,Wire,Settled,357.9758,PAY-000004111,Stripe
4112,4383,178,2025-09-10,ACH,Settled,418.5138,PAY-000004112,Fiserv
4113,4384,178,2025-10-20,Card,Settled,356.6132,PAY-000004113,Stripe
4114,4385,178,2025-11-03,Card,Settled,343.9312,PAY-000004114,Adyen
4115,4386,178,2025-12-14,Card,Settled,379.7921,PAY-000004115,Manual
4116,4388,178,2026-02-02,Check,Settled,391.0985,PAY-000004116,Fiserv
4117,4389,178,2026-04-30,Check,Settled,399.6546,PAY-000004117,Fiserv
4118,4390,178,2026-05-20,Card,Settled,54.5571,PAY-000004118,Stripe
4119,4390,178,2026-05-09,Check,Settled,216.1701,PAY-000004119,Manual
4120,4391,179,2025-06-22,Check,Settled,2196.1235,PAY-000004120,Adyen
4121,4392,179,2025-07-27,Wire,Settled,758.8039,PAY-000004121,Manual
4122,4392,179,2025-07-08,ACH,Settled,937.1465,PAY-000004122,Stripe
4123,4393,179,2025-08-30,Check,Settled,2002.7759,PAY-000004123,Adyen
4124,4394,179,2025-09-30,Wire,Settled,2112.2031,PAY-000004124,Manual
4125,4395,179,2025-10-05,Wire,Settled,2001.2927,PAY-000004125,Adyen
4126,4396,179,2025-11-18,Wire,Settled,2282.0823,PAY-000004126,Manual
4127,4397,179,2025-12-25,Card,Settled,2002.1879,PAY-000004127,Manual
4128,4398,179,2026-01-18,Wire,Settled,2053.8532,PAY-000004128,Stripe
4129,4399,179,2026-02-18,Check,Settled,2002.4075,PAY-000004129,Fiserv
4130,4400,179,2026-04-12,Card,Settled,2197.4162,PAY-000004130,Manual
4131,4402,179,2025-06-09,Check,Settled,2871.5094,PAY-000004131,Fiserv
4132,4402,179,2025-06-01,Check,Settled,850.7158,PAY-000004132,Manual
4133,4402,179,2025-06-30,Check,Settled,2348.3552,PAY-000004133,Adyen
4134,4403,179,2025-07-30,Check,Settled,11317.8292,PAY-000004134,Fiserv
4135,4405,179,2025-09-30,Card,Settled,11737.1516,PAY-000004135,Fiserv
4136,4406,179,2025-10-14,Card,Settled,9063.3767,PAY-000004136,Stripe
4137,4407,179,2025-11-21,Check,Settled,3450.3554,PAY-000004137,Adyen
4138,4407,179,2025-11-17,ACH,Settled,1853.5889,PAY-000004138,Fiserv
4139,4408,179,2025-12-19,ACH,Settled,10498.0226,PAY-000004139,Manual
4140,4410,179,2026-02-14,Card,Settled,9582.1053,PAY-000004140,Stripe
4141,4411,179,2026-04-04,Card,Settled,3791.2850,PAY-000004141,Manual
4142,4412,179,2026-05-18,ACH,Settled,9596.8748,PAY-000004142,Manual
4143,4413,180,2025-06-26,Card,Settled,22.0096,PAY-000004143,Adyen
4144,4414,180,2025-07-25,Card,Settled,22.5827,PAY-000004144,Fiserv
4145,4415,180,2025-08-30,Wire,Settled,19.7359,PAY-000004145,Adyen
4146,4416,180,2025-09-15,Wire,Settled,47.8478,PAY-000004146,Manual
4147,4418,180,2025-11-11,Check,Settled,35.5941,PAY-000004147,Adyen
4148,4420,180,2026-01-14,ACH,Settled,50.8390,PAY-000004148,Adyen
4149,4423,180,2026-05-02,Card,Settled,41.0594,PAY-000004149,Manual
4150,4424,180,2025-09-16,Wire,Settled,78.6939,PAY-000004150,Manual
4151,4426,180,2025-11-17,Check,Settled,79.0838,PAY-000004151,Manual
4152,4428,180,2026-01-09,Card,Settled,38.3753,PAY-000004152,Fiserv
4153,4430,180,2026-04-19,ACH,Settled,7.9693,PAY-000004153,Manual
4154,4430,180,2026-04-30,Check,Settled,25.7379,PAY-000004154,Manual
4155,4431,180,2026-05-24,Check,Settled,90.9380,PAY-000004155,Adyen
4156,4432,180,2025-06-30,Wire,Settled,644.9181,PAY-000004156,Adyen
4157,4433,180,2025-07-09,Check,Settled,630.8877,PAY-000004157,Adyen
4158,4434,180,2025-08-09,Check,Settled,619.0747,PAY-000004158,Fiserv
4159,4435,180,2025-09-30,Check,Settled,533.8396,PAY-000004159,Manual
4160,4436,180,2025-10-17,ACH,Settled,628.1563,PAY-000004160,Adyen
4161,4437,180,2025-11-20,Check,Settled,637.5509,PAY-000004161,Manual
4162,4438,180,2025-12-11,Card,Settled,640.1495,PAY-000004162,Adyen
4163,4439,180,2026-01-19,Card,Settled,646.0888,PAY-000004163,Stripe
4164,4440,180,2026-02-16,Card,Settled,616.2926,PAY-000004164,Stripe
4165,4441,180,2026-04-28,Check,Settled,630.3545,PAY-000004165,Stripe
4166,4442,180,2026-05-23,Wire,Settled,627.0652,PAY-000004166,Fiserv
4167,4443,180,2025-08-28,ACH,Settled,103.8052,PAY-000004167,Adyen
4168,4443,180,2025-08-12,Check,Settled,92.8728,PAY-000004168,Stripe
4169,4444,180,2025-09-27,Card,Settled,223.4685,PAY-000004169,Adyen
4170,4445,180,2025-10-01,ACH,Settled,223.0507,PAY-000004170,Stripe
4171,4446,180,2025-11-02,Check,Settled,116.7274,PAY-000004171,Manual
4172,4447,180,2025-12-06,Wire,Settled,120.8870,PAY-000004172,Adyen
4173,4447,180,2025-12-24,Check,Settled,66.8145,PAY-000004173,Manual
4174,4448,180,2026-01-01,ACH,Settled,204.5539,PAY-000004174,Manual
4175,4449,180,2026-02-16,Wire,Settled,207.3587,PAY-000004175,Adyen
4176,4450,180,2026-04-20,Check,Settled,212.1189,PAY-000004176,Fiserv
4177,4451,180,2026-05-29,Card,Settled,212.7387,PAY-000004177,Manual
4178,4452,181,2025-09-19,Check,Settled,1320.9468,PAY-000004178,Fiserv
4179,4453,181,2025-10-30,Check,Settled,1357.9327,PAY-000004179,Fiserv
4180,4455,181,2025-12-27,Wire,Settled,1365.9944,PAY-000004180,Fiserv
4181,4456,181,2026-01-02,Wire,Settled,1392.9523,PAY-000004181,Stripe
4182,4457,181,2026-02-10,Check,Settled,455.4476,PAY-000004182,Fiserv
4183,4457,181,2026-02-20,Card,Settled,226.0064,PAY-000004183,Fiserv
4184,4457,181,2026-02-06,ACH,Settled,151.3221,PAY-000004184,Adyen
4185,4458,181,2026-04-30,Wire,Settled,1390.0149,PAY-000004185,Fiserv
4186,4459,181,2026-05-30,Check,Settled,673.1555,PAY-000004186,Fiserv
4187,4459,181,2026-05-13,Check,Settled,275.5883,PAY-000004187,Stripe
4188,4459,181,2026-05-28,Wire,Settled,195.2872,PAY-000004188,Adyen
4189,4460,181,2025-06-30,Card,Settled,173.0588,PAY-000004189,Stripe
4190,4461,181,2025-07-09,Check,Settled,142.3585,PAY-000004190,Fiserv
4191,4462,181,2025-08-15,Card,Settled,162.2489,PAY-000004191,Adyen
4192,4463,181,2025-09-14,Check,Settled,104.8535,PAY-000004192,Adyen
4193,4464,181,2025-10-29,Check,Settled,147.1278,PAY-000004193,Manual
4194,4465,181,2025-11-30,Card,Settled,102.7420,PAY-000004194,Manual
4195,4466,181,2025-12-07,Check,Settled,192.5984,PAY-000004195,Manual
4196,4468,181,2026-02-13,ACH,Settled,141.4168,PAY-000004196,Fiserv
4197,4469,181,2026-04-18,Card,Settled,170.7074,PAY-000004197,Manual
4198,4470,181,2026-05-06,Check,Settled,193.7019,PAY-000004198,Manual
4199,4510,183,2025-06-10,Wire,Settled,9458.7649,PAY-000004199,Fiserv
4200,4512,183,2025-08-24,Wire,Settled,7608.9884,PAY-000004200,Stripe
4201,4513,183,2025-09-21,Wire,Settled,13609.8305,PAY-000004201,Fiserv
4202,4514,183,2025-10-20,ACH,Settled,11619.5107,PAY-000004202,Stripe
4203,4515,183,2025-11-07,Card,Settled,12153.8377,PAY-000004203,Fiserv
4204,4516,183,2025-12-03,ACH,Settled,9734.6020,PAY-000004204,Adyen
4205,4517,183,2026-01-19,Card,Settled,13363.6411,PAY-000004205,Stripe
4206,4518,183,2026-02-28,Wire,Settled,9240.9556,PAY-000004206,Fiserv
4207,4519,183,2026-04-09,Check,Settled,10032.9820,PAY-000004207,Manual
4208,4524,183,2025-09-17,Card,Settled,56283.1289,PAY-000004208,Stripe
4209,4525,183,2025-10-14,Wire,Settled,39856.1686,PAY-000004209,Manual
4210,4526,183,2025-11-25,Card,Settled,54185.3091,PAY-000004210,Manual
4211,4527,183,2025-12-07,Card,Settled,71881.7156,PAY-000004211,Stripe
4212,4528,183,2026-01-29,Check,Settled,49847.1575,PAY-000004212,Manual
4213,4529,183,2026-02-13,Card,Settled,72256.2375,PAY-000004213,Stripe
4214,4530,183,2026-04-30,Wire,Settled,60147.7957,PAY-000004214,Manual
4215,4531,183,2026-05-27,Wire,Settled,11546.7326,PAY-000004215,Fiserv
4216,4531,183,2026-05-14,ACH,Settled,6473.9778,PAY-000004216,Manual
4217,4533,184,2025-08-20,Check,Settled,77.4917,PAY-000004217,Fiserv
4218,4534,184,2025-09-19,Wire,Settled,76.4408,PAY-000004218,Stripe
4219,4535,184,2025-10-04,Card,Settled,66.3644,PAY-000004219,Fiserv
4220,4536,184,2025-11-06,ACH,Settled,28.2789,PAY-000004220,Fiserv
4221,4536,184,2025-11-12,ACH,Settled,17.1661,PAY-000004221,Adyen
4222,4537,184,2025-12-17,Card,Settled,65.5542,PAY-000004222,Stripe
4223,4538,184,2026-01-23,Check,Settled,34.7418,PAY-000004223,Fiserv
4224,4538,184,2026-01-19,Check,Settled,17.2707,PAY-000004224,Stripe
4225,4539,185,2025-10-04,ACH,Settled,343.5466,PAY-000004225,Manual
4226,4540,185,2025-11-01,Check,Settled,335.7682,PAY-000004226,Adyen
4227,4541,185,2025-12-21,Wire,Settled,357.0311,PAY-000004227,Stripe
4228,4543,185,2026-02-15,Check,Settled,330.4619,PAY-000004228,Stripe
4229,4544,185,2026-04-30,ACH,Settled,344.5352,PAY-000004229,Manual
4230,4546,186,2025-06-24,ACH,Settled,331.4826,PAY-000004230,Adyen
4231,4547,186,2025-07-04,Wire,Settled,326.5712,PAY-000004231,Adyen
4232,4548,186,2025-08-20,Check,Settled,229.3698,PAY-000004232,Fiserv
4233,4549,186,2025-09-27,ACH,Settled,317.7198,PAY-000004233,Adyen
4234,4550,186,2025-10-15,Check,Settled,333.2158,PAY-000004234,Adyen
4235,4551,186,2025-11-21,Wire,Settled,52.2931,PAY-000004235,Adyen
4236,4551,186,2025-11-02,Card,Settled,65.8206,PAY-000004236,Manual
4237,4551,186,2025-11-03,Wire,Settled,111.0996,PAY-000004237,Stripe
4238,4552,186,2025-12-29,Card,Settled,340.9504,PAY-000004238,Adyen
4239,4553,186,2026-01-30,Wire,Settled,330.8834,PAY-000004239,Adyen
4240,4554,186,2026-03-02,Wire,Settled,345.4902,PAY-000004240,Fiserv
4241,4555,186,2026-04-03,Check,Settled,324.7326,PAY-000004241,Adyen
4242,4556,186,2026-05-21,Card,Settled,321.3744,PAY-000004242,Manual
4243,4557,186,2025-06-02,Check,Settled,20.8181,PAY-000004243,Stripe
4244,4558,186,2025-07-07,ACH,Settled,32.7726,PAY-000004244,Stripe
4245,4559,186,2025-08-15,Check,Settled,40.4367,PAY-000004245,Adyen
4246,4561,186,2025-10-21,Wire,Settled,23.5660,PAY-000004246,Manual
4247,4562,186,2025-11-11,Card,Settled,22.6310,PAY-000004247,Fiserv
4248,4563,186,2025-12-07,Card,Settled,36.3420,PAY-000004248,Fiserv
4249,4564,186,2026-01-07,Check,Settled,35.9135,PAY-000004249,Stripe
4250,4565,186,2026-02-01,ACH,Settled,11.8783,PAY-000004250,Adyen
4251,4566,186,2026-04-18,Check,Settled,35.4915,PAY-000004251,Manual
4252,4568,187,2025-06-22,Wire,Settled,660.1731,PAY-000004252,Manual
4253,4569,187,2025-07-10,Check,Settled,121.9367,PAY-000004253,Adyen
4254,4569,187,2025-07-21,Card,Settled,113.8443,PAY-000004254,Adyen
4255,4569,187,2025-07-30,Wire,Settled,231.6156,PAY-000004255,Stripe
4256,4571,187,2025-09-26,Card,Settled,647.9701,PAY-000004256,Stripe
4257,4572,187,2025-10-18,Wire,Settled,624.0184,PAY-000004257,Stripe
4258,4573,187,2025-11-13,Check,Settled,729.5526,PAY-000004258,Stripe
4259,4575,187,2026-01-08,Check,Settled,707.9763,PAY-000004259,Stripe
4260,4576,187,2026-02-21,Card,Settled,631.4434,PAY-000004260,Adyen
4261,4577,187,2026-04-03,Check,Settled,641.4161,PAY-000004261,Stripe
4262,4578,187,2026-05-19,Check,Settled,659.6125,PAY-000004262,Stripe
4263,4579,187,2025-06-03,ACH,Settled,4.3947,PAY-000004263,Fiserv
4264,4579,187,2025-06-30,Wire,Settled,14.6628,PAY-000004264,Adyen
4265,4580,187,2025-07-30,Wire,Settled,9.2556,PAY-000004265,Stripe
4266,4580,187,2025-07-12,Check,Settled,31.4786,PAY-000004266,Stripe
4267,4581,187,2025-08-28,ACH,Settled,54.2236,PAY-000004267,Adyen
4268,4582,187,2025-09-04,Card,Settled,58.5920,PAY-000004268,Fiserv
4269,4583,187,2025-10-11,Wire,Settled,40.1050,PAY-000004269,Stripe
4270,4585,187,2025-12-04,Check,Settled,42.6260,PAY-000004270,Adyen
4271,4586,187,2026-01-22,Wire,Settled,34.8140,PAY-000004271,Adyen
4272,4587,187,2026-02-06,ACH,Settled,56.6664,PAY-000004272,Fiserv
4273,4588,187,2026-04-04,Wire,Settled,46.4534,PAY-000004273,Adyen
4274,4589,187,2026-05-21,ACH,Settled,38.2596,PAY-000004274,Stripe
4275,4590,187,2025-06-12,ACH,Settled,121.9640,PAY-000004275,Fiserv
4276,4591,187,2025-07-28,Wire,Settled,125.8328,PAY-000004276,Fiserv
4277,4592,187,2025-08-03,Check,Settled,122.8632,PAY-000004277,Manual
4278,4593,187,2025-09-05,Wire,Settled,146.3426,PAY-000004278,Stripe
4279,4594,187,2025-10-30,Check,Settled,117.5512,PAY-000004279,Stripe
4280,4595,187,2025-11-15,Wire,Settled,127.3848,PAY-000004280,Manual
4281,4596,187,2025-12-03,Card,Settled,122.3118,PAY-000004281,Manual
4282,4597,187,2026-01-01,ACH,Settled,139.6002,PAY-000004282,Adyen
4283,4598,187,2026-02-14,Wire,Settled,124.3120,PAY-000004283,Fiserv
4284,4599,187,2026-04-30,Check,Settled,136.8356,PAY-000004284,Manual
4285,4600,187,2026-05-27,Wire,Settled,122.6580,PAY-000004285,Stripe
4286,4601,187,2025-06-14,Card,Settled,9.2600,PAY-000004286,Stripe
4287,4601,187,2025-06-03,Check,Settled,15.3259,PAY-000004287,Stripe
4288,4603,187,2025-08-30,Wire,Settled,15.2064,PAY-000004288,Fiserv
4289,4604,187,2025-09-01,ACH,Settled,30.5246,PAY-000004289,Stripe
4290,4605,187,2025-10-11,Wire,Settled,27.1208,PAY-000004290,Fiserv
4291,4606,187,2025-11-17,Check,Settled,23.1727,PAY-000004291,Adyen
4292,4607,187,2025-12-05,Check,Settled,26.1556,PAY-000004292,Fiserv
4293,4608,187,2026-01-26,Check,Settled,18.6433,PAY-000004293,Manual
4294,4609,187,2026-02-20,ACH,Settled,36.2234,PAY-000004294,Manual
4295,4610,187,2026-04-26,Card,Settled,31.4633,PAY-000004295,Adyen
4296,4611,187,2026-05-27,ACH,Settled,18.8764,PAY-000004296,Adyen
4297,4612,188,2025-09-21,Wire,Settled,3222.4801,PAY-000004297,Fiserv
4298,4613,188,2025-10-24,Wire,Settled,1901.2921,PAY-000004298,Stripe
4299,4614,188,2025-11-27,Check,Settled,1833.1920,PAY-000004299,Fiserv
4300,4615,188,2025-12-15,Card,Settled,2192.2083,PAY-000004300,Fiserv
4301,4617,188,2026-02-05,Wire,Settled,2867.9510,PAY-000004301,Fiserv
4302,4618,188,2026-04-08,Wire,Settled,4403.2401,PAY-000004302,Adyen
4303,4619,188,2026-05-30,Check,Settled,2851.0779,PAY-000004303,Adyen
4304,4620,189,2025-06-15,Check,Settled,34.6341,PAY-000004304,Manual
4305,4621,189,2025-07-23,Check,Settled,3.5967,PAY-000004305,Fiserv
4306,4621,189,2025-07-10,Card,Settled,12.8276,PAY-000004306,Fiserv
4307,4622,189,2025-08-01,ACH,Settled,23.8404,PAY-000004307,Fiserv
4308,4623,189,2025-09-11,Check,Settled,29.1130,PAY-000004308,Adyen
4309,4624,189,2025-10-03,Check,Settled,19.1595,PAY-000004309,Stripe
4310,4625,189,2025-11-30,Card,Settled,49.7007,PAY-000004310,Fiserv
4311,4626,189,2025-12-24,Card,Settled,36.7001,PAY-000004311,Fiserv
4312,4627,189,2026-01-26,Card,Settled,37.1303,PAY-000004312,Fiserv
4313,4628,189,2026-03-02,Card,Settled,28.1105,PAY-000004313,Manual
4314,4629,189,2026-04-26,ACH,Settled,32.7336,PAY-000004314,Stripe
4315,4630,189,2026-05-05,Wire,Settled,29.1738,PAY-000004315,Stripe
4316,4631,189,2025-06-10,Card,Settled,502.8221,PAY-000004316,Adyen
4317,4632,189,2025-07-14,ACH,Settled,99.4510,PAY-000004317,Stripe
4318,4632,189,2025-07-21,Card,Settled,179.9995,PAY-000004318,Adyen
4319,4633,189,2025-08-22,Card,Settled,526.7206,PAY-000004319,Stripe
4320,4634,189,2025-09-11,ACH,Settled,509.6679,PAY-000004320,Adyen
4321,4635,189,2025-10-22,ACH,Settled,517.8931,PAY-000004321,Fiserv
4322,4637,189,2025-12-29,Card,Settled,503.4695,PAY-000004322,Stripe
4323,4638,189,2026-01-02,Wire,Settled,500.1850,PAY-000004323,Stripe
4324,4639,189,2026-02-28,Check,Settled,499.2076,PAY-000004324,Fiserv
4325,4640,189,2026-04-09,ACH,Settled,504.7496,PAY-000004325,Stripe
4326,4642,190,2025-10-30,Card,Settled,2028.7193,PAY-000004326,Fiserv
4327,4643,190,2025-11-08,Check,Settled,1422.2784,PAY-000004327,Manual
4328,4645,190,2026-01-30,Check,Settled,1704.0682,PAY-000004328,Manual
4329,4646,190,2026-02-04,Check,Settled,232.8856,PAY-000004329,Fiserv
4330,4646,190,2026-02-02,Check,Settled,98.7215,PAY-000004330,Stripe
4331,4646,190,2026-03-02,Card,Settled,149.8677,PAY-000004331,Stripe
4332,4647,190,2025-06-08,Wire,Settled,1121.5095,PAY-000004332,Adyen
4333,4648,190,2025-07-30,ACH,Settled,1548.0613,PAY-000004333,Stripe
4334,4649,190,2025-08-05,Check,Settled,1185.8212,PAY-000004334,Stripe
4335,4650,190,2025-09-20,Card,Settled,1230.5454,PAY-000004335,Adyen
4336,4651,190,2025-10-09,ACH,Settled,495.1199,PAY-000004336,Fiserv
4337,4651,190,2025-10-09,Card,Settled,388.9093,PAY-000004337,Manual
4338,4651,190,2025-10-10,Card,Settled,341.0554,PAY-000004338,Stripe
4339,4652,190,2025-11-19,Card,Settled,1153.6320,PAY-000004339,Adyen
4340,4653,190,2025-12-06,Check,Settled,575.8975,PAY-000004340,Adyen
4341,4654,190,2026-01-19,Card,Settled,1375.5130,PAY-000004341,Stripe
4342,4655,190,2026-02-03,ACH,Settled,509.6044,PAY-000004342,Manual
4343,4655,190,2026-02-08,ACH,Settled,363.8702,PAY-000004343,Adyen
4344,4656,190,2026-04-15,ACH,Settled,1237.2307,PAY-000004344,Adyen
4345,4657,190,2026-05-15,Wire,Settled,1564.6588,PAY-000004345,Fiserv
4346,4658,191,2025-06-04,Card,Settled,2316.3801,PAY-000004346,Manual
4347,4659,191,2025-07-01,Card,Settled,4381.6323,PAY-000004347,Adyen
4348,4660,191,2025-08-13,Wire,Settled,788.3287,PAY-000004348,Fiserv
4349,4661,191,2025-09-23,Wire,Settled,2320.5243,PAY-000004349,Fiserv
4350,4662,191,2025-10-30,Card,Settled,1776.0844,PAY-000004350,Stripe
4351,4663,191,2025-11-04,Wire,Settled,2865.3258,PAY-000004351,Fiserv
4352,4664,191,2025-12-18,ACH,Settled,1713.2534,PAY-000004352,Fiserv
4353,4665,191,2026-01-27,Check,Settled,2009.8539,PAY-000004353,Adyen
4354,4666,191,2026-02-13,Check,Settled,2642.5289,PAY-000004354,Manual
4355,4667,191,2026-04-14,Check,Settled,2458.5813,PAY-000004355,Stripe
4356,4669,191,2025-06-05,Wire,Settled,51773.5345,PAY-000004356,Adyen
4357,4670,191,2025-07-24,ACH,Settled,62131.1169,PAY-000004357,Stripe
4358,4671,191,2025-08-07,Card,Settled,56773.7863,PAY-000004358,Stripe
4359,4672,191,2025-09-02,ACH,Settled,57994.4159,PAY-000004359,Manual
4360,4673,191,2025-10-26,Wire,Settled,63053.9929,PAY-000004360,Stripe
4361,4674,191,2025-11-07,ACH,Settled,49343.3319,PAY-000004361,Fiserv
4362,4676,191,2026-01-18,ACH,Settled,48380.1160,PAY-000004362,Fiserv
4363,4677,191,2026-03-02,Wire,Settled,61543.7791,PAY-000004363,Fiserv
4364,4678,191,2026-04-25,ACH,Settled,47851.5792,PAY-000004364,Manual
4365,4679,191,2026-05-26,Check,Settled,55457.0866,PAY-000004365,Stripe
4366,4680,192,2025-07-06,Wire,Settled,4022.4827,PAY-000004366,Fiserv
4367,4681,192,2025-08-26,ACH,Settled,5913.0762,PAY-000004367,Fiserv
4368,4682,192,2025-09-23,ACH,Settled,4218.3691,PAY-000004368,Adyen
4369,4683,192,2025-10-13,Wire,Settled,1234.9580,PAY-000004369,Adyen
4370,4683,192,2025-10-15,ACH,Settled,693.7194,PAY-000004370,Adyen
4371,4683,192,2025-10-04,ACH,Settled,1336.6268,PAY-000004371,Manual
4372,4684,192,2025-11-29,Card,Settled,5820.0972,PAY-000004372,Manual
4373,4685,192,2025-12-05,ACH,Settled,3582.3380,PAY-000004373,Fiserv
4374,4687,192,2026-02-11,Wire,Settled,3012.6855,PAY-000004374,Manual
4375,4688,192,2026-04-30,Check,Settled,5959.0806,PAY-000004375,Stripe
4376,4689,192,2026-05-18,Wire,Settled,4454.2138,PAY-000004376,Stripe
4377,4690,192,2025-07-30,Card,Settled,6504.4111,PAY-000004377,Fiserv
4378,4691,192,2025-08-28,Check,Settled,6601.8114,PAY-000004378,Adyen
4379,4692,192,2025-09-21,ACH,Settled,6527.2894,PAY-000004379,Manual
4380,4694,192,2025-07-30,ACH,Settled,299.1737,PAY-000004380,Manual
4381,4695,192,2025-08-25,Wire,Settled,509.4425,PAY-000004381,Fiserv
4382,4696,192,2025-09-22,Card,Settled,85.4625,PAY-000004382,Manual
4383,4696,192,2025-09-18,Check,Settled,73.9094,PAY-000004383,Adyen
4384,4696,192,2025-09-21,Card,Settled,205.3423,PAY-000004384,Adyen
4385,4697,192,2025-10-10,Card,Settled,727.9662,PAY-000004385,Stripe
4386,4698,192,2025-11-30,Check,Settled,51.0938,PAY-000004386,Fiserv
4387,4698,192,2025-11-02,Wire,Settled,42.6254,PAY-000004387,Adyen
4388,4698,192,2025-11-03,Check,Settled,48.0745,PAY-000004388,Stripe
4389,4699,192,2025-12-29,ACH,Settled,348.1276,PAY-000004389,Stripe
4390,4700,192,2026-01-30,ACH,Settled,432.6579,PAY-000004390,Adyen
4391,4701,192,2026-03-02,Card,Settled,556.8858,PAY-000004391,Adyen
4392,4702,192,2026-04-30,Check,Settled,192.8541,PAY-000004392,Stripe
4393,4703,192,2026-05-02,Check,Settled,476.0513,PAY-000004393,Stripe
4394,4704,193,2025-06-26,Check,Settled,581.6572,PAY-000004394,Manual
4395,4705,193,2025-07-09,Wire,Settled,641.0495,PAY-000004395,Fiserv
4396,4706,193,2025-08-30,Wire,Settled,695.5731,PAY-000004396,Fiserv
4397,4707,193,2025-09-12,ACH,Settled,203.7169,PAY-000004397,Manual
4398,4707,193,2025-09-19,Card,Settled,125.3366,PAY-000004398,Manual
4399,4707,193,2025-09-28,Card,Settled,171.6364,PAY-000004399,Fiserv
4400,4708,193,2025-10-18,Check,Settled,647.4144,PAY-000004400,Adyen
4401,4709,193,2025-11-30,Wire,Settled,740.1792,PAY-000004401,Stripe
4402,4710,193,2025-12-06,Check,Settled,649.6378,PAY-000004402,Manual
4403,4711,193,2026-01-29,ACH,Settled,639.3996,PAY-000004403,Fiserv
4404,4712,193,2026-03-02,Wire,Settled,745.5068,PAY-000004404,Manual
4405,4713,193,2026-04-30,Check,Settled,687.8369,PAY-000004405,Stripe
4406,4714,193,2026-05-25,Card,Settled,661.2379,PAY-000004406,Stripe
4407,4715,194,2025-06-02,ACH,Settled,574.2620,PAY-000004407,Adyen
4408,4716,194,2025-07-11,ACH,Settled,113.7830,PAY-000004408,Fiserv
4409,4716,194,2025-07-30,Check,Settled,374.6312,PAY-000004409,Fiserv
4410,4717,194,2025-08-26,Check,Settled,593.5139,PAY-000004410,Manual
4411,4718,194,2025-09-27,Wire,Settled,130.6229,PAY-000004411,Manual
4412,4718,194,2025-09-30,Card,Settled,308.7717,PAY-000004412,Fiserv
4413,4719,194,2025-10-10,Card,Settled,571.7188,PAY-000004413,Stripe
4414,4720,194,2025-11-08,Card,Settled,570.1352,PAY-000004414,Adyen
4415,4721,194,2025-12-30,ACH,Settled,570.4088,PAY-000004415,Stripe
4416,4722,194,2026-01-03,ACH,Settled,581.0191,PAY-000004416,Stripe
4417,4723,194,2026-02-22,Card,Settled,332.3373,PAY-000004417,Manual
4418,4724,194,2026-04-11,Wire,Settled,575.8179,PAY-000004418,Adyen
4419,4725,194,2026-05-20,Check,Settled,582.6638,PAY-000004419,Fiserv
4420,4726,195,2025-06-19,Card,Settled,145.3803,PAY-000004420,Adyen
4421,4727,195,2025-07-07,Card,Settled,28.4955,PAY-000004421,Adyen
4422,4727,195,2025-07-29,Wire,Settled,51.8979,PAY-000004422,Adyen
4423,4729,195,2025-09-30,Card,Settled,96.9211,PAY-000004423,Stripe
4424,4730,195,2025-10-09,Wire,Settled,217.4657,PAY-000004424,Stripe
4425,4731,195,2025-11-30,ACH,Settled,150.9372,PAY-000004425,Adyen
4426,4732,195,2025-12-08,Card,Settled,116.7794,PAY-000004426,Fiserv
4427,4733,195,2026-01-23,Wire,Settled,218.1999,PAY-000004427,Stripe
4428,4736,195,2026-05-08,Wire,Settled,148.1962,PAY-000004428,Fiserv
4429,4737,196,2025-06-27,Card,Settled,26.4924,PAY-000004429,Manual
4430,4738,196,2025-07-11,Wire,Settled,21.9107,PAY-000004430,Fiserv
4431,4739,196,2025-08-01,Check,Settled,39.5014,PAY-000004431,Manual
